1300807707226705920	2020-09-01 14:48:19+00:00	Looking forward to watching this next week, following Killian and how he made his lifelong dream a reality in #Donegal #WildIreland #Inishowen https://t.co/EKTxgIOxj8   @Visit_Inishowen @DiscoverIreland  #Donegal https://t.co/ViceSPrEEG https://t.co/r5ZurapOLX
1301207157078196224	2020-09-02 17:15:36+00:00	Dea-scéala inniu go mbeidh @UdarasnaG ina mball iomlán de chuid ERNACT (European Regions Network for the Application of Communications Technology) Beidh seo, gan dabht, ina tairbhe mór do gheilleagar digiteach Ghaeltacht na hÉireann #DúnnanGall #údarás #Gaeltacht #ERNACT https://t.co/t1duvmyb92
1303400529847103490	2020-09-08 18:31:16+00:00	Comhghairdeas mór to @MaireadMcGMEP on her appointment as Ireland’s next EU Commissioner..Guím gach rath ort amach anseo https://t.co/IKQgflbWjw
1306168242482884612	2020-09-16 09:49:11+00:00	Today is a nice opportunity to celebrate the beauty of our County.. Dún na nGall, neamh ar talamh! #LoveDonegal @govisitdonegal @wildatlanticway @GoVisitLK @VisitFanad #Donegal #DunNanGallAbu https://t.co/7pzKay0Gx6
1306353142892834817	2020-09-16 22:03:54+00:00	@BreegeHannify @govisitdonegal @wildatlanticway @GoVisitLK @VisitFanad @browneaileen Delighted to hear that @BreegeHannify .. we've got it all! #LoveDonegal
1306506154894340097	2020-09-17 08:11:55+00:00	Delighted for Suaad Alshleh; was honoured to meet her last winter when I awarded her the Professor Bill Campbell Bursary - a hugely impressive and inspirational young woman, studying medicine @RCSI_Irl - and a symbol of what is good about welcoming people to our country https://t.co/CKI0krcqvB
1306622161730314240	2020-09-17 15:52:53+00:00	Looking forward to the second part of this story tonight.. #WildIreland #BearmanofBuncrana #Donegal https://t.co/pQbf2fqbCa
1307315292553576448	2020-09-19 13:47:09+00:00	Lovely to catch up with Ann Owens &amp; Eileen Doherty yesterday in Carn, and thanks for the lovely cake! Great to see our former Cllr Mickey Doherty too for a socially distanced chat. Thanks to Mickey McClure,as always, for his hospitality while in Carn! #Carndonagh #Inishowen #Mica https://t.co/J7R71dfa6c
1307325889928142850	2020-09-19 14:29:15+00:00	Really looking forward to this.. #Donegal #boxing @chrismcnulty86 https://t.co/gGaPtcDtQK
1308746283230867457	2020-09-23 12:33:23+00:00	Infheistíocht de beagnach €100,000 do hOileán Árainn Mhór, le hoibreacha feabhsúcháin a bhaint amach ar an oileán #oileáin #DúnnanGall #islands #cultúr @HHumphreysFG https://t.co/xJbkhqRklJ
1308799679363190784	2020-09-23 16:05:34+00:00	Leagan amach den maoiniú de beagnach €100,000 inniu #oileáin @CFFAM https://t.co/NyRLE7FjI6
1309237008875884546	2020-09-24 21:03:22+00:00	A very difficult evening for our County. We need to pay heed to the advice and keep working hard together to beat this..  ní neart go cur le chéile #covid19 #workingtogether #Donegal #staysafe https://t.co/4tVMbdIiTQ
1309457993122099201	2020-09-25 11:41:28+00:00	A big thanks to my colleague @simoncoveney Minister for Foreign Affairs for meeting with us online this morning. Very positive meeting with both Chambers; Thanks for taking on board the tax liability issue for cross border workers among other concerns @lkchamber @Derry_Chamber https://t.co/DBBj7VbgYz
1311200503532003329	2020-09-30 07:05:35+00:00	Best of luck to Susan and all the team at Cara House.. you will be missed on Lower Main Steet. Ádh mór oraibh amach anseo #CaraHouse #Letterkenny https://t.co/TvOEXS1scL
1313579412579909633	2020-10-06 20:38:31+00:00	Comhghairdeas mór to all involved #Carndonagh @VisitInishowen #Inishowen #Donegal https://t.co/j5YKAK0cpn
1313782796276637697	2020-10-07 10:06:42+00:00	Cruinniú dearfach maidin inniu @simoncoveney #Brexit #EUAffairs https://t.co/S1ipWJIl44
1313871403314286592	2020-10-07 15:58:47+00:00	Comhghairdeas @MaireadMcGMEP agus ádh mór ort amach anseo @EUCouncil @EU_Finance https://t.co/pXFHG5whNr
1314507537136447488	2020-10-09 10:06:33+00:00	Ar dheis Dé go raibh a anam dílis https://t.co/07gQ9RVqfa
1315236367815696385	2020-10-11 10:22:40+00:00	Good advice @jay_quigley   #staysafe #Worktogether #tabhairaire https://t.co/ZOXTf1Cnnb
1316024673587458052	2020-10-13 14:35:07+00:00	Beo anois ar @RTERnaG ag labhairt faoi #Cáinaisnéis #Budget2021 https://t.co/zdoDngLlV1
1316304074493571073	2020-10-14 09:05:21+00:00	Chairing the Joint Committee European Affairs meeting this morning with a range of topics being discussed. Tá an cruinniú ar fáil ar @OireachtasNews   https://t.co/15Z2PD8o5z https://t.co/2wMLzDMP1Z
